"STATION","DATE","TAVG"
"USW00024234","2008-02-23",
"USW00024234","2008-02-24",
"USW00024234","2008-02-25",
"USW00024234","2008-02-26",
"USW00024234","2008-02-27",
"USW00024234","2008-02-28",
"USW00024234","2008-02-29",
"USW00024234","2008-03-01",
"USW00024234","2008-03-02",
"USW00024234","2008-03-03",
"USW00024234","2008-03-04",
"USW00024234","2008-03-05",
"USW00024234","2008-03-06",
"USW00024234","2008-03-07",
"USW00024234","2008-03-08",
"USW00024234","2008-03-09",
"USW00024234","2008-03-10",
"USW00024234","2008-03-11",
"USW00024234","2008-03-12",
"USW00024234","2008-03-13",
"USW00024234","2008-03-14",
"USW00024234","2008-03-15",
"USW00024234","2008-03-16",
"USW00024234","2008-03-17",
"USW00024234","2008-03-18",
"USW00024234","2008-03-19",
"USW00024234","2008-03-20",
"USW00024234","2008-03-21",
"USW00024234","2008-03-22",
"USW00024234","2008-03-23",
"USW00024234","2008-03-24",
"USW00024234","2008-03-25",
"USW00024234","2008-03-26",
"USW00024234","2008-03-27",
"USW00024234","2008-03-28",
"USW00024234","2008-03-29",
"USW00024234","2008-03-30",
"USW00024234","2008-03-31",
"USW00024234","2008-04-01",
"USW00024234","2008-04-02",
"USW00024234","2008-04-03",
"USW00024234","2008-04-04",
"USW00024234","2008-04-05",
"USW00024234","2008-04-06",
"USW00024234","2008-04-07",
"USW00024234","2008-04-08",
"USW00024234","2008-04-09",
"USW00024234","2008-04-10",
"USW00024234","2008-04-11",
"USW00024234","2008-04-12",
"USW00024234","2008-04-13",
"USW00024234","2008-04-14",
"USW00024234","2008-04-15",
"USW00024234","2008-04-16",
"USW00024234","2008-04-17",
"USW00024234","2008-04-18",
"USW00024234","2008-04-19",
"USW00024234","2008-04-20",
"USW00024234","2008-04-21",
"USW00024234","2008-04-22",
"USW00024234","2008-04-23",
"USW00024234","2008-04-24",
"USW00024234","2008-04-25",
"USW00024234","2008-04-26",
"USW00024234","2008-04-27",
"USW00024234","2008-04-28",
"USW00024234","2008-04-29",
"USW00024234","2008-04-30",
"USW00024234","2008-05-01",
"USW00024234","2008-05-02",
"USW00024234","2008-05-03",
"USW00024234","2008-05-04",
"USW00024234","2008-05-05",
"USW00024234","2008-05-06",
"USW00024234","2008-05-07",
"USW00024234","2008-05-08",
"USW00024234","2008-05-09",
"USW00024234","2008-05-10",
"USW00024234","2008-05-11",
"USW00024234","2008-05-12",
"USW00024234","2008-05-13",
"USW00024234","2008-05-14",
"USW00024234","2008-05-15",
"USW00024234","2008-05-16",
"USW00024234","2008-05-17",
"USW00024234","2008-05-18",
"USW00024234","2008-05-19",
"USW00024234","2008-05-21",
"USW00024234","2008-05-23",
"USW00024234","2008-05-24",
"USW00024234","2008-05-25",
"USW00024234","2008-05-26",
"USW00024234","2008-05-27",
"USW00024234","2008-05-28",
"USW00024234","2008-05-29",
"USW00024234","2008-05-30",
"USW00024234","2008-05-31",
"USW00024234","2008-06-01",
"USW00024234","2008-06-02",
"USW00024234","2008-06-03",
"USW00024234","2008-06-04",
"USW00024234","2008-06-05",
"USW00024234","2008-06-06",
"USW00024234","2008-06-07",
"USW00024234","2008-06-08",
"USW00024234","2008-06-09",
"USW00024234","2008-06-10",
"USW00024234","2008-06-11",
"USW00024234","2008-06-12",
"USW00024234","2008-06-13",
"USW00024234","2008-06-14",
"USW00024234","2008-06-15",
"USW00024234","2008-06-16",
"USW00024234","2008-06-17",
"USW00024234","2008-06-18",
"USW00024234","2008-06-19",
"USW00024234","2008-06-20",
"USW00024234","2008-06-21",
"USW00024234","2008-06-22",
"USW00024234","2008-06-23",
"USW00024234","2008-06-24",
"USW00024234","2008-06-25",
"USW00024234","2008-06-26",
"USW00024234","2008-06-27",
"USW00024234","2008-06-28",
"USW00024234","2008-06-29",
"USW00024234","2008-06-30",
"USW00024234","2008-07-01",
"USW00024234","2008-07-02",
"USW00024234","2008-07-03",
"USW00024234","2008-07-04",
"USW00024234","2008-07-05",
"USW00024234","2008-07-06",
"USW00024234","2008-07-07",
"USW00024234","2008-07-08",
"USW00024234","2008-07-09",
"USW00024234","2008-07-10",
"USW00024234","2008-07-11",
"USW00024234","2008-07-12",
"USW00024234","2008-07-13",
"USW00024234","2008-07-14",
"USW00024234","2008-07-15",
"USW00024234","2008-07-16",
"USW00024234","2008-07-17",
"USW00024234","2008-07-18",
"USW00024234","2008-07-19",
"USW00024234","2008-07-20",
"USW00024234","2008-07-21",
"USW00024234","2008-07-22",
"USW00024234","2008-07-23",
"USW00024234","2008-07-24",
"USW00024234","2008-07-25",
"USW00024234","2008-07-26",
"USW00024234","2008-07-27",
"USW00024234","2008-07-28",
"USW00024234","2008-07-29",
"USW00024234","2008-07-30",
"USW00024234","2008-07-31",
"USW00024234","2008-08-01",
"USW00024234","2008-08-02",
"USW00024234","2008-08-03",
"USW00024234","2008-08-04",
"USW00024234","2008-08-05",
"USW00024234","2008-08-06",
"USW00024234","2008-08-07",
"USW00024234","2008-08-08",
"USW00024234","2008-08-09",
"USW00024234","2008-08-10",
"USW00024234","2008-08-11",
"USW00024234","2008-08-12",
"USW00024234","2008-08-13",
"USW00024234","2008-08-14",
"USW00024234","2008-08-15",
"USW00024234","2008-08-16",
"USW00024234","2008-08-17",
"USW00024234","2008-08-18",
"USW00024234","2008-08-19",
"USW00024234","2008-08-20",
"USW00024234","2008-08-21",
"USW00024234","2008-08-22",
"USW00024234","2008-08-23",
"USW00024234","2008-08-24",
"USW00024234","2008-08-25",
"USW00024234","2008-08-26",
"USW00024234","2008-08-27",
"USW00024234","2008-08-28",
"USW00024234","2008-08-29",
"USW00024234","2008-08-30",
"USW00024234","2008-08-31",
"USW00024234","2008-09-01",
"USW00024234","2008-09-02",
"USW00024234","2008-09-03",
"USW00024234","2008-09-04",
"USW00024234","2008-09-05",
"USW00024234","2008-09-06",
"USW00024234","2008-09-07",
"USW00024234","2008-09-08",
"USW00024234","2008-09-09",
"USW00024234","2008-09-10",
"USW00024234","2008-09-11",
"USW00024234","2008-09-12",
"USW00024234","2008-09-13",
"USW00024234","2008-09-14",
"USW00024234","2008-09-15",
"USW00024234","2008-09-16",
"USW00024234","2008-09-17",
"USW00024234","2008-09-18",
"USW00024234","2008-09-19",
"USW00024234","2008-09-20",
"USW00024234","2008-09-21",
"USW00024234","2008-09-22",
"USW00024234","2008-09-23",
"USW00024234","2008-09-24",
"USW00024234","2008-09-25",
"USW00024234","2008-09-26",
"USW00024234","2008-09-27",
"USW00024234","2008-09-28",
"USW00024234","2008-09-29",
"USW00024234","2008-09-30",
"USW00024234","2008-10-01",
"USW00024234","2008-10-02",
"USW00024234","2008-10-03",
"USW00024234","2008-10-04",
"USW00024234","2008-10-05",
"USW00024234","2008-10-06",
"USW00024234","2008-10-07",
"USW00024234","2008-10-08",
"USW00024234","2008-10-09",
"USW00024234","2008-10-10",
"USW00024234","2008-10-11",
"USW00024234","2008-10-12",
"USW00024234","2008-10-13",
"USW00024234","2008-10-14",
"USW00024234","2008-10-15",
"USW00024234","2008-10-16",
"USW00024234","2008-10-17",
"USW00024234","2008-10-18",
"USW00024234","2008-10-19",
"USW00024234","2008-10-20",
"USW00024234","2008-10-21",
"USW00024234","2008-10-22",
"USW00024234","2008-10-23",
"USW00024234","2008-10-24",
"USW00024234","2008-10-25",
"USW00024234","2008-10-26",
"USW00024234","2008-10-27",
"USW00024234","2008-10-28",
"USW00024234","2008-10-29",
"USW00024234","2008-10-30",
"USW00024234","2008-10-31",
"USW00024234","2008-11-01",
"USW00024234","2008-11-02",
"USW00024234","2008-11-03",
"USW00024234","2008-11-04",
"USW00024234","2008-11-05",
"USW00024234","2008-11-06",
"USW00024234","2008-11-07",
"USW00024234","2008-11-08",
"USW00024234","2008-11-09",
"USW00024234","2008-11-10",
"USW00024234","2008-11-11",
"USW00024234","2008-11-12",
"USW00024234","2008-11-13",
"USW00024234","2008-11-14",
"USW00024234","2008-11-15",
"USW00024234","2008-11-16",
"USW00024234","2008-11-17",
"USW00024234","2008-11-18",
"USW00024234","2008-11-19",
"USW00024234","2008-11-20",
"USW00024234","2008-11-21",
"USW00024234","2008-11-22",
"USW00024234","2008-11-23",
"USW00024234","2008-11-24",
"USW00024234","2008-11-25",
"USW00024234","2008-11-26",
"USW00024234","2008-11-27",
"USW00024234","2008-11-28",
"USW00024234","2008-11-29",
"USW00024234","2008-11-30",
"USW00024234","2008-12-01",
"USW00024234","2008-12-02",
"USW00024234","2008-12-03",
"USW00024234","2008-12-04",
"USW00024234","2008-12-05",
"USW00024234","2008-12-06",
"USW00024234","2008-12-07",
"USW00024234","2008-12-08",
"USW00024234","2008-12-09",
"USW00024234","2008-12-10",
"USW00024234","2008-12-11",
"USW00024234","2008-12-12",
"USW00024234","2008-12-13",
"USW00024234","2008-12-14",
"USW00024234","2008-12-15",
"USW00024234","2008-12-16",
"USW00024234","2008-12-17",
"USW00024234","2008-12-18",
"USW00024234","2008-12-19",
"USW00024234","2008-12-20",
"USW00024234","2008-12-21",
"USW00024234","2008-12-22",
"USW00024234","2008-12-23",
"USW00024234","2008-12-24",
"USW00024234","2008-12-25",
"USW00024234","2008-12-26",
"USW00024234","2008-12-27",
"USW00024234","2008-12-28",
"USW00024234","2008-12-29",
"USW00024234","2008-12-30",
"USW00024234","2008-12-31",
"USW00024234","2009-01-01",
"USW00024234","2009-01-02",
"USW00024234","2009-01-03",
"USW00024234","2009-01-04",
"USW00024234","2009-01-05",
"USW00024234","2009-01-06",
"USW00024234","2009-01-07",
"USW00024234","2009-01-08",
"USW00024234","2009-01-09",
"USW00024234","2009-01-10",
"USW00024234","2009-01-11",
"USW00024234","2009-01-12",
"USW00024234","2009-01-13",
"USW00024234","2009-01-14",
"USW00024234","2009-01-15",
"USW00024234","2009-01-16",
"USW00024234","2009-01-17",
"USW00024234","2009-01-18",
"USW00024234","2009-01-19",
"USW00024234","2009-01-20",
"USW00024234","2009-01-21",
"USW00024234","2009-01-22",
"USW00024234","2009-01-23",
"USW00024234","2009-01-24",
"USW00024234","2009-01-25",
"USW00024234","2009-01-26",
"USW00024234","2009-01-27",
"USW00024234","2009-01-28",
"USW00024234","2009-01-29",
"USW00024234","2009-01-30",
"USW00024234","2009-01-31",
"USW00024234","2009-02-01",
"USW00024234","2009-02-02",
"USW00024234","2009-02-03",
"USW00024234","2009-02-04",
"USW00024234","2009-02-05",
"USW00024234","2009-02-06",
"USW00024234","2009-02-07",
"USW00024234","2009-02-08",
"USW00024234","2009-02-09",
"USW00024234","2009-02-10",
"USW00024234","2009-02-11",
"USW00024234","2009-02-12",
"USW00024234","2009-02-13",
"USW00024234","2009-02-14",
"USW00024234","2009-02-15",
"USW00024234","2009-02-16",
"USW00024234","2009-02-17",
"USW00024234","2009-02-18",
"USW00024234","2009-02-19",
"USW00024234","2009-02-20",
"USW00024234","2009-02-21",
"USW00024234","2009-02-22",
"USW00024234","2009-02-23",
"USW00024234","2009-02-24",
"USW00024234","2009-02-25",
"USW00024234","2009-02-26",
"USW00024234","2009-02-27",
"USW00024234","2009-02-28",
"USW00024234","2009-03-01",
"USW00024234","2009-03-02",
"USW00024234","2009-03-03",
"USW00024234","2009-03-04",
"USW00024234","2009-03-05",
"USW00024234","2009-03-06",
"USW00024234","2009-03-07",
"USW00024234","2009-03-08",
"USW00024234","2009-03-09",
"USW00024234","2009-03-10",
"USW00024234","2009-03-11",
"USW00024234","2009-03-12",
"USW00024234","2009-03-13",
"USW00024234","2009-03-14",
"USW00024234","2009-03-15",
"USW00024234","2009-03-16",
"USW00024234","2009-03-17",
"USW00024234","2009-03-18",
"USW00024234","2009-03-19",
"USW00024234","2009-03-20",
"USW00024234","2009-03-21",
"USW00024234","2009-03-22",
"USW00024234","2009-03-23",
"USW00024234","2009-03-24",
"USW00024234","2009-03-25",
"USW00024234","2009-03-26",
"USW00024234","2009-03-27",
"USW00024234","2009-03-28",
"USW00024234","2009-03-29",
"USW00024234","2009-03-30",
"USW00024234","2009-03-31",
"USW00024234","2009-04-01",
"USW00024234","2009-04-02",
"USW00024234","2009-04-03",
"USW00024234","2009-04-04",
"USW00024234","2009-04-05",
"USW00024234","2009-04-06",
"USW00024234","2009-04-07",
"USW00024234","2009-04-08",
"USW00024234","2009-04-09",
"USW00024234","2009-04-10",
"USW00024234","2009-04-11",
"USW00024234","2009-04-12",
"USW00024234","2009-04-13",
"USW00024234","2009-04-14",
"USW00024234","2009-04-15",
"USW00024234","2009-04-16",
"USW00024234","2009-04-17",
"USW00024234","2009-04-18",
"USW00024234","2009-04-19",
"USW00024234","2009-04-20",
"USW00024234","2009-04-21",
"USW00024234","2009-04-22",
"USW00024234","2009-04-23",
"USW00024234","2009-04-24",
"USW00024234","2009-04-25",
"USW00024234","2009-04-26",
"USW00024234","2009-04-27",
"USW00024234","2009-04-28",
"USW00024234","2009-04-29",
"USW00024234","2009-04-30",
"USW00024234","2009-05-01",
"USW00024234","2009-05-02",
"USW00024234","2009-05-03",
"USW00024234","2009-05-04",
"USW00024234","2009-05-05",
"USW00024234","2009-05-06",
"USW00024234","2009-05-07",
"USW00024234","2009-05-08",
"USW00024234","2009-05-09",
"USW00024234","2009-05-10",
"USW00024234","2009-05-11",
"USW00024234","2009-05-12",
"USW00024234","2009-05-13",
"USW00024234","2009-05-14",
"USW00024234","2009-05-15",
"USW00024234","2009-05-16",
"USW00024234","2009-05-17",
"USW00024234","2009-05-18",
"USW00024234","2009-05-19",
"USW00024234","2009-05-20",
"USW00024234","2009-05-21",
"USW00024234","2009-05-22",
"USW00024234","2009-05-23",
"USW00024234","2009-05-24",
"USW00024234","2009-05-25",
"USW00024234","2009-05-26",
"USW00024234","2009-05-27",
"USW00024234","2009-05-28",
"USW00024234","2009-05-29",
"USW00024234","2009-05-30",
"USW00024234","2009-05-31",
"USW00024234","2009-06-01",
"USW00024234","2009-06-02",
"USW00024234","2009-06-03",
"USW00024234","2009-06-04",
"USW00024234","2009-06-05",
"USW00024234","2009-06-06",
"USW00024234","2009-06-07",
"USW00024234","2009-06-08",
"USW00024234","2009-06-09",
"USW00024234","2009-06-10",
"USW00024234","2009-06-11",
"USW00024234","2009-06-12",
"USW00024234","2009-06-13",
"USW00024234","2009-06-14",
"USW00024234","2009-06-15",
"USW00024234","2009-06-16",
"USW00024234","2009-06-17",
"USW00024234","2009-06-18",
"USW00024234","2009-06-19",
"USW00024234","2009-06-20",
"USW00024234","2009-06-21",
"USW00024234","2009-06-22",
"USW00024234","2009-06-23",
"USW00024234","2009-06-24",
"USW00024234","2009-06-25",
"USW00024234","2009-06-26",
"USW00024234","2009-06-27",
"USW00024234","2009-06-28",
"USW00024234","2009-06-29",
"USW00024234","2009-06-30",
"USW00024234","2009-07-01",
"USW00024234","2009-07-02",
"USW00024234","2009-07-03",
"USW00024234","2009-07-04",
"USW00024234","2009-07-05",
"USW00024234","2009-07-06",
"USW00024234","2009-07-07",
"USW00024234","2009-07-08",
"USW00024234","2009-07-09",
"USW00024234","2009-07-10",
"USW00024234","2009-07-11",
"USW00024234","2009-07-12",
"USW00024234","2009-07-13",
"USW00024234","2009-07-14",
"USW00024234","2009-07-15",
"USW00024234","2009-07-16",
"USW00024234","2009-07-17",
"USW00024234","2009-07-18",
"USW00024234","2009-07-19",
"USW00024234","2009-07-20",
"USW00024234","2009-07-21",
"USW00024234","2009-07-22",
"USW00024234","2009-07-23",
"USW00024234","2009-07-24",
"USW00024234","2009-07-25",
"USW00024234","2009-07-26",
"USW00024234","2009-07-27",
"USW00024234","2009-07-28",
"USW00024234","2009-07-29",
"USW00024234","2009-07-30",
"USW00024234","2009-07-31",
"USW00024234","2009-08-01",
"USW00024234","2009-08-02",
"USW00024234","2009-08-03",
"USW00024234","2009-08-04",
"USW00024234","2009-08-05",
"USW00024234","2009-08-06",
"USW00024234","2009-08-07",
"USW00024234","2009-08-08",
"USW00024234","2009-08-09",
"USW00024234","2009-08-10",
"USW00024234","2009-08-11",
"USW00024234","2009-08-12",
"USW00024234","2009-08-13",
"USW00024234","2009-08-14",
"USW00024234","2009-08-15",
"USW00024234","2009-08-16",
"USW00024234","2009-08-17",
"USW00024234","2009-08-18",
"USW00024234","2009-08-19",
"USW00024234","2009-08-20",
"USW00024234","2009-08-21",
"USW00024234","2009-08-22",
"USW00024234","2009-08-23",
"USW00024234","2009-08-24",
"USW00024234","2009-08-25",
"USW00024234","2009-08-26",
"USW00024234","2009-08-27",
"USW00024234","2009-08-28",
"USW00024234","2009-08-29",
"USW00024234","2009-08-30",
"USW00024234","2009-08-31",
"USW00024234","2009-09-01",
"USW00024234","2009-09-02",
"USW00024234","2009-09-03",
"USW00024234","2009-09-04",
"USW00024234","2009-09-05",
"USW00024234","2009-09-06",
"USW00024234","2009-09-07",
"USW00024234","2009-09-08",
"USW00024234","2009-09-09",
"USW00024234","2009-09-10",
"USW00024234","2009-09-11",
"USW00024234","2009-09-12",
"USW00024234","2009-09-13",
"USW00024234","2009-09-14",
"USW00024234","2009-09-15",
"USW00024234","2009-09-16",
"USW00024234","2009-09-17",
"USW00024234","2009-09-18",
"USW00024234","2009-09-19",
"USW00024234","2009-09-20",
"USW00024234","2009-09-21",
"USW00024234","2009-09-22",
"USW00024234","2009-09-23",
"USW00024234","2009-09-24",
"USW00024234","2009-09-25",
"USW00024234","2009-09-26",
"USW00024234","2009-09-27",
"USW00024234","2009-09-28",
"USW00024234","2009-09-29",
"USW00024234","2009-09-30",
"USW00024234","2009-10-01",
"USW00024234","2009-10-02",
"USW00024234","2009-10-03",
"USW00024234","2009-10-04",
"USW00024234","2009-10-05",
"USW00024234","2009-10-06",
"USW00024234","2009-10-07",
"USW00024234","2009-10-08",
"USW00024234","2009-10-09",
"USW00024234","2009-10-10",
"USW00024234","2009-10-11",
"USW00024234","2009-10-12",
"USW00024234","2009-10-13",
"USW00024234","2009-10-14",
"USW00024234","2009-10-15",
"USW00024234","2009-10-16",
"USW00024234","2009-10-17",
"USW00024234","2009-10-18",
"USW00024234","2009-10-19",
"USW00024234","2009-10-20",
"USW00024234","2009-10-21",
"USW00024234","2009-10-22",
"USW00024234","2009-10-23",
"USW00024234","2009-10-24",
"USW00024234","2009-10-25",
"USW00024234","2009-10-26",
"USW00024234","2009-10-27",
"USW00024234","2009-10-28",
"USW00024234","2009-10-29",
"USW00024234","2009-10-30",
"USW00024234","2009-10-31",
"USW00024234","2009-11-01",
"USW00024234","2009-11-02",
"USW00024234","2009-11-03",
"USW00024234","2009-11-04",
"USW00024234","2009-11-05",
"USW00024234","2009-11-06",
"USW00024234","2009-11-07",
"USW00024234","2009-11-08",
"USW00024234","2009-11-09",
"USW00024234","2009-11-10",
"USW00024234","2009-11-11",
"USW00024234","2009-11-12",
"USW00024234","2009-11-13",
"USW00024234","2009-11-14",
"USW00024234","2009-11-15",
"USW00024234","2009-11-16",
"USW00024234","2009-11-17",
"USW00024234","2009-11-18",
"USW00024234","2009-11-19",
"USW00024234","2009-11-20",
"USW00024234","2009-11-21",
"USW00024234","2009-11-22",
"USW00024234","2009-11-23",
"USW00024234","2009-11-24",
"USW00024234","2009-11-25",
"USW00024234","2009-11-26",
"USW00024234","2009-11-27",
"USW00024234","2009-11-28",
"USW00024234","2009-11-29",
"USW00024234","2009-11-30",
"USW00024234","2009-12-01",
"USW00024234","2009-12-02",
"USW00024234","2009-12-03",
"USW00024234","2009-12-04",
"USW00024234","2009-12-05",
"USW00024234","2009-12-06",
"USW00024234","2009-12-07",
"USW00024234","2009-12-08",
"USW00024234","2009-12-09",
"USW00024234","2009-12-10",
"USW00024234","2009-12-11",
"USW00024234","2009-12-12",
"USW00024234","2009-12-13",
"USW00024234","2009-12-14",
"USW00024234","2009-12-15",
"USW00024234","2009-12-16",
"USW00024234","2009-12-17",
"USW00024234","2009-12-18",
"USW00024234","2009-12-19",
"USW00024234","2009-12-20",
"USW00024234","2009-12-21",
"USW00024234","2009-12-22",
"USW00024234","2009-12-23",
"USW00024234","2009-12-24",
"USW00024234","2009-12-25",
"USW00024234","2009-12-26",
"USW00024234","2009-12-27",
"USW00024234","2009-12-28",
"USW00024234","2009-12-29",
"USW00024234","2009-12-30",
"USW00024234","2009-12-31",
"USW00024234","2010-01-01",
"USW00024234","2010-01-02",
"USW00024234","2010-01-03",
"USW00024234","2010-01-04",
"USW00024234","2010-01-05",
"USW00024234","2010-01-06",
"USW00024234","2010-01-07",
"USW00024234","2010-01-08",
"USW00024234","2010-01-09",
"USW00024234","2010-01-10",
"USW00024234","2010-01-11",
"USW00024234","2010-01-12",
"USW00024234","2010-01-13",
"USW00024234","2010-01-14",
"USW00024234","2010-01-15",
"USW00024234","2010-01-16",
"USW00024234","2010-01-17",
"USW00024234","2010-01-18",
"USW00024234","2010-01-19",
"USW00024234","2010-01-20",
"USW00024234","2010-01-21",
"USW00024234","2010-01-22",
"USW00024234","2010-01-23",
"USW00024234","2010-01-24",
"USW00024234","2010-01-25",
"USW00024234","2010-01-26",
"USW00024234","2010-01-27",
"USW00024234","2010-01-28",
"USW00024234","2010-01-29",
"USW00024234","2010-01-30",
"USW00024234","2010-01-31",
"USW00024234","2010-02-01",
"USW00024234","2010-02-02",
"USW00024234","2010-02-03",
"USW00024234","2010-02-04",
"USW00024234","2010-02-05",
"USW00024234","2010-02-06",
"USW00024234","2010-02-07",
"USW00024234","2010-02-08",
"USW00024234","2010-02-09",
"USW00024234","2010-02-10",
"USW00024234","2010-02-11",
"USW00024234","2010-02-12",
"USW00024234","2010-02-13",
"USW00024234","2010-02-14",
"USW00024234","2010-02-15",
"USW00024234","2010-02-16",
"USW00024234","2010-02-17",
"USW00024234","2010-02-18",
"USW00024234","2010-02-19",
"USW00024234","2010-02-20",
"USW00024234","2010-02-21",
"USW00024234","2010-02-22",
"USW00024234","2010-02-23",
"USW00024234","2010-02-24",
"USW00024234","2010-02-25",
"USW00024234","2010-02-26",
"USW00024234","2010-02-27",
"USW00024234","2010-02-28",
"USW00024234","2010-03-01",
"USW00024234","2010-03-02",
"USW00024234","2010-03-03",
"USW00024234","2010-03-04",
"USW00024234","2010-03-05",
"USW00024234","2010-03-06",
"USW00024234","2010-03-07",
"USW00024234","2010-03-08",
"USW00024234","2010-03-09",
"USW00024234","2010-03-10",
"USW00024234","2010-03-11",
"USW00024234","2010-03-12",
"USW00024234","2010-03-13",
"USW00024234","2010-03-14",
"USW00024234","2010-03-15",
"USW00024234","2010-03-16",
"USW00024234","2010-03-17",
"USW00024234","2010-03-18",
"USW00024234","2010-03-19",
"USW00024234","2010-03-20",
"USW00024234","2010-03-21",
"USW00024234","2010-03-22",
"USW00024234","2010-03-23",
"USW00024234","2010-03-24",
"USW00024234","2010-03-25",
"USW00024234","2010-03-26",
"USW00024234","2010-03-27",
"USW00024234","2010-03-28",
"USW00024234","2010-03-29",
"USW00024234","2010-03-30",
"USW00024234","2010-03-31",
"USW00024234","2010-04-01",
"USW00024234","2010-04-02",
"USW00024234","2010-04-03",
"USW00024234","2010-04-04",
"USW00024234","2010-04-05",
"USW00024234","2010-04-06",
"USW00024234","2010-04-07",
"USW00024234","2010-04-08",
"USW00024234","2010-04-09",
"USW00024234","2010-04-10",
"USW00024234","2010-04-11",
"USW00024234","2010-04-12",
"USW00024234","2010-04-13",
"USW00024234","2010-04-14",
"USW00024234","2010-04-15",
"USW00024234","2010-04-16",
"USW00024234","2010-04-17",
"USW00024234","2010-04-18",
"USW00024234","2010-04-19",
"USW00024234","2010-04-20",
"USW00024234","2010-04-21",
"USW00024234","2010-04-22",
"USW00024234","2010-04-23",
"USW00024234","2010-04-24",
"USW00024234","2010-04-25",
"USW00024234","2010-04-26",
"USW00024234","2010-04-27",
"USW00024234","2010-04-28",
"USW00024234","2010-04-29",
"USW00024234","2010-04-30",
"USW00024234","2010-05-01",
"USW00024234","2010-05-02",
"USW00024234","2010-05-03",
"USW00024234","2010-05-04",
"USW00024234","2010-05-05",
"USW00024234","2010-05-06",
"USW00024234","2010-05-07",
"USW00024234","2010-05-08",
"USW00024234","2010-05-09",
"USW00024234","2010-05-10",
"USW00024234","2010-05-11",
"USW00024234","2010-05-12",
"USW00024234","2010-05-13",
"USW00024234","2010-05-14",
"USW00024234","2010-05-15",
"USW00024234","2010-05-16",
"USW00024234","2010-05-17",
"USW00024234","2010-05-18",
"USW00024234","2010-05-19",
"USW00024234","2010-05-20",
"USW00024234","2010-05-21",
"USW00024234","2010-05-22",
"USW00024234","2010-05-23",
"USW00024234","2010-05-24",
"USW00024234","2010-05-25",
"USW00024234","2010-05-26",
"USW00024234","2010-05-27",
"USW00024234","2010-05-28",
"USW00024234","2010-05-29",
"USW00024234","2010-05-30",
"USW00024234","2010-05-31",
"USW00024234","2010-06-01",
"USW00024234","2010-06-02",
"USW00024234","2010-06-03",
"USW00024234","2010-06-04",
"USW00024234","2010-06-05",
"USW00024234","2010-06-06",
"USW00024234","2010-06-07",
"USW00024234","2010-06-08",
"USW00024234","2010-06-09",
"USW00024234","2010-06-10",
"USW00024234","2010-06-11",
"USW00024234","2010-06-12",
"USW00024234","2010-06-13",
"USW00024234","2010-06-14",
"USW00024234","2010-06-15",
"USW00024234","2010-06-16",
"USW00024234","2010-06-17",
"USW00024234","2010-06-18",
"USW00024234","2010-06-19",
"USW00024234","2010-06-20",
"USW00024234","2010-06-21",
"USW00024234","2010-06-22",
"USW00024234","2010-06-23",
"USW00024234","2010-06-24",
"USW00024234","2010-06-25",
"USW00024234","2010-06-26",
"USW00024234","2010-06-27",
"USW00024234","2010-06-28",
"USW00024234","2010-06-29",
"USW00024234","2010-06-30",
"USW00024234","2010-07-01",
"USW00024234","2010-07-02",
"USW00024234","2010-07-03",
"USW00024234","2010-07-04",
"USW00024234","2010-07-05",
"USW00024234","2010-07-06",
"USW00024234","2010-07-07",
"USW00024234","2010-07-08",
"USW00024234","2010-07-09",
"USW00024234","2010-07-10",
"USW00024234","2010-07-11",
"USW00024234","2010-07-12",
"USW00024234","2010-07-13",
"USW00024234","2010-07-14",
"USW00024234","2010-07-15",
"USW00024234","2010-07-16",
"USW00024234","2010-07-17",
"USW00024234","2010-07-18",
"USW00024234","2010-07-19",
"USW00024234","2010-07-20",
"USW00024234","2010-07-21",
"USW00024234","2010-07-22",
"USW00024234","2010-07-23",
"USW00024234","2010-07-24",
"USW00024234","2010-07-25",
"USW00024234","2010-07-26",
"USW00024234","2010-07-27",
"USW00024234","2010-07-28",
"USW00024234","2010-07-29",
"USW00024234","2010-07-30",
"USW00024234","2010-07-31",
"USW00024234","2010-08-01",
"USW00024234","2010-08-02",
"USW00024234","2010-08-03",
"USW00024234","2010-08-04",
"USW00024234","2010-08-05",
"USW00024234","2010-08-06",
"USW00024234","2010-08-07",
"USW00024234","2010-08-08",
"USW00024234","2010-08-09",
"USW00024234","2010-08-10",
"USW00024234","2010-08-11",
"USW00024234","2010-08-12",
"USW00024234","2010-08-13",
"USW00024234","2010-08-14",
"USW00024234","2010-08-15",
"USW00024234","2010-08-16",
"USW00024234","2010-08-17",
"USW00024234","2010-08-18",
"USW00024234","2010-08-19",
"USW00024234","2010-08-20",
"USW00024234","2010-08-21",
"USW00024234","2010-08-22",
"USW00024234","2010-08-23",
"USW00024234","2010-08-24",
"USW00024234","2010-08-25",
"USW00024234","2010-08-26",
"USW00024234","2010-08-27",
"USW00024234","2010-08-28",
"USW00024234","2010-08-29",
"USW00024234","2010-08-30",
"USW00024234","2010-08-31",
"USW00024234","2010-09-01",
"USW00024234","2010-09-02",
"USW00024234","2010-09-03",
"USW00024234","2010-09-04",
"USW00024234","2010-09-05",
"USW00024234","2010-09-06",
"USW00024234","2010-09-07",
"USW00024234","2010-09-08",
"USW00024234","2010-09-09",
"USW00024234","2010-09-10",
"USW00024234","2010-09-11",
"USW00024234","2010-09-12",
"USW00024234","2010-09-13",
